Kilometers_Driven,Mileage,Engine,Power,Seats,No. of Doors,Price,Age,Fuel_Type_Diesel,Fuel_Type_Petrol,Fuel_Type_CNG,Fuel_Type_LPG,Transmission_Manual,Transmission_Automatic,Owner_Type_First,Owner_Type_Second,Owner_Type_Third,Owner_Type_Fourth & Above,Colour_Others,Colour_Black/Silver,Colour_White
61691,25.8,1498,98.6,5,4,5.38,10.0,1,0,0,0,1,0,1,0,0,0,0,0,1
48624,24.07,998,67.1,5,4,3.22,14.0,0,1,0,0,1,0,1,0,0,0,1,0,0
74325,19.4,1198,86.8,5,4,3.51,11.0,0,1,0,0,1,0,1,0,0,0,1,0,0
119859,13.0,2987,210.0,5,4,7.1,21.0,0,1,0,0,0,1,1,0,0,0,0,0,1
73000,14.4,1396,65.0,5,4,0.8,17.0,0,1,0,0,1,0,1,0,0,0,1,0,0
54000,17.8,1199,76.8,5,4,1.95,15.0,0,1,0,0,1,0,0,1,0,0,0,0,1
58000,13.2,1995,170.0,5,4,19.5,12.0,1,0,0,0,0,1,1,0,0,0,1,0,0
15000,18.88,999,123.24,5,4,8.0,8.0,0,1,0,0,1,0,1,0,0,0,0,0,1
38000,22.74,796,47.3,5,4,3.11,8.0,0,1,0,0,1,0,1,0,0,0,1,0,0
55697,22.54,1396,88.73,5,4,5.5,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0
30090,19.6,1461,108.45,5,4,11.44,8.0,1,0,0,0,0,1,1,0,0,0,0,1,0
58163,0.0,1086,62.0,5,4,2.45,15.0,0,1,0,0,1,0,1,0,0,0,0,1,0
37000,18.9,1197,82.0,5,4,3.45,11.0,0,1,0,0,1,0,1,0,0,0,0,1,0
34000,20.0,2143,107.3,5,4,11.0,12.0,1,0,0,0,0,1,0,1,0,0,1,0,0
35480,19.67,1582,126.2,5,4,13.34,7.0,1,0,0,0,1,0,1,0,0,0,0,1,0
69000,18.7,1896,66.0,5,4,1.6,23.0,1,0,0,0,1,0,1,0,0,0,0,1,0
64000,17.5,1298,85.8,5,4,2.85,17.0,0,1,0,0,1,0,0,1,0,0,0,0,1
26256,20.14,1498,88.5,5,4,4.25,10.0,1,0,0,0,1,0,1,0,0,0,0,1,0
78000,25.0,1396,69.01,5,4,2.35,9.0,1,0,0,0,1,0,0,1,0,0,0,0,1
89000,22.69,1995,190.0,5,4,13.95,14.0,1,0,0,0,0,1,1,0,0,0,0,1,0
123600,15.1,2179,140.0,7,5,8.25,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
98598,25.44,936,57.6,5,4,1.55,12.0,1,0,0,0,1,0,1,0,0,0,1,0,0
22700,18.7,1199,88.7,5,4,5.55,9.0,0,1,0,0,1,0,1,0,0,0,1,0,0
21363,13.0,1591,121.3,5,4,13.49,8.0,0,1,0,0,0,1,1,0,0,0,1,0,0
71899,20.77,1248,88.76,7,5,7.25,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
47000,21.9,1396,90.0,5,4,2.8,16.0,1,0,0,0,1,0,1,0,0,0,0,0,1
81000,15.1,2179,140.0,7,5,9.0,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
45000,21.66,1498,103.52,5,4,4.25,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
13769,16.1,1197,85.0,5,4,4.41,10.0,0,1,0,0,1,0,0,1,0,0,1,0,0
47000,14.21,2143,203.0,5,4,13.9,14.0,1,0,0,0,0,1,0,1,0,0,1,0,0
32000,14.8,1595,120.7,5,4,11.0,12.0,0,1,0,0,0,1,1,0,0,0,1,0,0
36884,13.0,2143,204.0,5,4,32.25,8.0,1,0,0,0,0,1,1,0,0,0,0,1,0
38056,23.9,1582,126.2,5,4,10.7,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0
133000,16.8,1405,62.0,5,4,0.7,17.0,1,0,0,0,1,0,1,0,0,0,0,0,1
83000,19.09,1405,69.01,5,4,2.7,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0
36600,19.87,1461,83.8,5,4,7.49,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
28226,28.4,1248,73.75,5,4,9.15,8.0,1,0,0,0,0,1,1,0,0,0,0,1,0
41460,25.2,1248,74.0,5,4,5.9,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
24337,26.0,1498,98.6,5,4,8.18,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
72000,20.0,1399,68.0,5,4,2.75,15.0,1,0,0,0,1,0,1,0,0,0,0,0,1
43127,23.59,1364,67.04,5,4,6.85,7.0,1,0,0,0,1,0,1,0,0,0,1,0,0
9000,10.91,3198,197.0,7,5,35.5,6.0,1,0,0,0,0,1,1,0,0,0,0,1,0
99000,12.07,2967,241.4,7,5,12.95,17.0,1,0,0,0,0,1,0,0,1,0,0,1,0
69573,22.32,1582,126.32,5,4,5.85,12.0,1,0,0,0,1,0,0,1,0,0,1,0,0
22974,18.0,1497,117.3,5,4,11.97,7.0,0,1,0,0,0,1,1,0,0,0,1,0,0
84000,17.8,1399,68.0,5,4,2.41,15.0,1,0,0,0,1,0,0,1,0,0,1,0,0
14351,18.88,1995,184.0,5,4,35.55,9.0,1,0,0,0,0,1,1,0,0,0,0,0,1
34620,17.01,1591,121.3,5,4,5.35,12.0,0,1,0,0,1,0,0,1,0,0,0,1,0
53841,11.36,2755,171.5,7,4,20.5,8.0,1,0,0,0,0,1,1,0,0,0,1,0,0
37451,22.32,1582,126.3,5,4,6.64,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
16159,22.32,1582,126.32,5,4,7.83,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
56361,12.9,1799,130.0,5,4,4.38,14.0,0,1,0,0,0,1,1,0,0,0,0,0,1
22000,19.5,1582,126.24,5,4,16.0,9.0,1,0,0,0,0,1,1,0,0,0,1,0,0
45000,17.32,1968,184.0,5,4,15.25,12.0,1,0,0,0,0,1,1,0,0,0,1,0,0
26000,15.29,1591,121.3,5,4,12.5,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
37294,25.83,1498,99.0,5,4,5.75,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
199000,12.8,2494,102.0,7,4,5.2,18.0,1,0,0,0,1,0,0,1,0,0,1,0,0
42883,19.81,1086,68.05,5,4,4.27,8.0,0,1,0,0,1,0,1,0,0,0,0,1,0
118683,21.0,1461,64.1,5,4,3.19,13.0,1,0,0,0,1,0,0,1,0,0,1,0,0
49894,23.59,1364,67.06,5,4,5.27,10.0,1,0,0,0,1,0,1,0,0,0,0,0,1
56000,18.53,1968,187.74,5,4,29.5,11.0,1,0,0,0,0,1,0,1,0,0,0,0,1
100000,12.99,2494,100.6,7,4,12.0,10.0,1,0,0,0,1,0,0,1,0,0,1,0,0
69876,18.0,1198,86.7,5,4,3.9,11.0,0,1,0,0,1,0,1,0,0,0,1,0,0
57259,18.49,1493,100.0,7,5,8.87,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0
38999,12.7,2179,187.7,5,4,32.5,11.0,1,0,0,0,0,1,1,0,0,0,0,0,1
75000,14.74,2993,270.9,5,4,27.95,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
59660,12.05,1995,154.0,5,4,10.49,15.0,0,1,0,0,0,1,1,0,0,0,0,0,1
80219,27.62,793,47.0,5,4,3.5,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
83090,19.01,1461,108.45,5,4,7.99,10.0,1,0,0,0,1,0,1,0,0,0,0,1,0
75000,17.92,1086,62.1,5,4,1.7,15.0,0,1,0,0,1,0,0,1,0,0,0,1,0
60334,25.8,1498,98.6,5,4,5.43,10.0,1,0,0,0,1,0,1,0,0,0,0,1,0
95000,16.2,1599,103.2,5,4,2.5,15.0,0,1,0,0,1,0,1,0,0,0,1,0,0
32378,20.51,998,67.04,5,4,2.8,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
59751,12.99,2494,100.6,7,4,11.62,10.0,1,0,0,0,1,0,1,0,0,0,0,0,1
156210,21.43,1364,87.2,5,4,5.99,15.0,1,0,0,0,1,0,1,0,0,0,1,0,0
58000,15.1,2179,140.0,7,5,8.1,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
111000,18.9,1061,67.0,5,4,1.51,16.0,0,1,0,0,1,0,0,1,0,0,1,0,0
49275,12.7,2179,187.7,5,4,45.64,8.0,1,0,0,0,0,1,1,0,0,0,1,0,0
116905,24.0,1120,70.0,5,4,4.0,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
62691,26.21,1248,88.5,5,4,7.5,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0
180000,22.3,1248,74.0,5,4,2.5,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
65000,15.8,2148,170.0,5,4,10.0,14.0,1,0,0,0,1,0,0,1,0,0,0,0,1
71703,14.74,1991,181.03,5,4,9.14,14.0,0,1,0,0,0,1,1,0,0,0,0,0,1
78000,14.53,1794,138.1,5,4,3.41,17.0,0,1,0,0,0,1,0,1,0,0,0,0,1
65000,16.0,2179,140.0,7,5,5.75,13.0,1,0,0,0,1,0,0,1,0,0,1,0,0
97430,14.75,2967,245.0,7,5,62.67,8.0,1,0,0,0,0,1,1,0,0,0,0,0,1
33554,25.83,1498,99.0,5,4,6.22,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
60788,23.0,1396,90.0,5,4,4.5,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
64771,12.8,2494,102.0,8,5,15.5,10.0,1,0,0,0,1,0,1,0,0,0,0,1,0
83000,20.54,1598,103.6,5,4,2.9,14.0,1,0,0,0,1,0,0,1,0,0,1,0,0
82603,13.06,1598,102.53,5,4,4.9,10.0,0,1,0,0,1,0,1,0,0,0,1,0,0
30000,13.0,2987,210.0,5,4,10.75,19.0,0,1,0,0,1,0,1,0,0,0,0,0,1
39000,11.18,2696,184.0,7,5,13.85,9.0,1,0,0,0,0,1,1,0,0,0,0,1,0
8554,25.17,799,53.3,5,4,3.2,9.0,0,1,0,0,1,0,1,0,0,0,0,1,0
28937,17.1,1956,170.0,5,4,17.02,7.0,1,0,0,0,1,0,1,0,0,0,0,0,1
44000,14.16,1968,174.3,5,4,32.5,12.0,1,0,0,0,0,1,1,0,0,0,1,0,0
71000,14.16,1968,174.3,5,4,21.5,12.0,1,0,0,0,0,1,1,0,0,0,1,0,0
43000,22.54,1396,88.73,5,4,8.2,8.0,1,0,0,0,1,0,0,1,0,0,1,0,0
55012,25.44,936,57.6,5,4,3.7,11.0,1,0,0,0,1,0,0,1,0,0,0,1,0
88381,17.0,1497,118.0,5,4,5.25,13.0,0,1,0,0,1,0,1,0,0,0,0,0,1
32854,13.0,1591,121.3,5,4,12.6,7.0,0,1,0,0,0,1,1,0,0,0,1,0,0
70000,21.1,814,55.2,5,4,3.0,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
50000,11.33,4134,335.2,7,5,48.0,10.0,1,0,0,0,0,1,1,0,0,0,0,1,0
48000,8.6,5998,552.0,4,4,59.0,19.0,0,1,0,0,0,1,1,0,0,0,0,1,0
150000,28.4,1248,74.0,5,4,2.7,17.0,1,0,0,0,1,0,0,1,0,0,0,0,1
48214,17.11,1968,174.33,5,4,23.32,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
22769,0.0,2987,165.0,5,4,49.22,9.0,1,0,0,0,0,1,1,0,0,0,0,1,0
36695,19.4,1198,86.8,5,4,4.29,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
93401,23.0,1396,90.0,5,4,3.48,15.0,1,0,0,0,1,0,1,0,0,0,0,0,1
16000,18.9,1197,82.0,5,4,5.75,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
31652,17.68,1968,174.33,5,4,26.78,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
103000,13.93,2179,138.0,7,5,3.6,18.0,1,0,0,0,1,0,1,0,0,0,1,0,0
91696,11.4,2953,153.86,7,5,9.25,13.0,1,0,0,0,0,1,1,0,0,0,0,1,0
100002,20.0,1399,68.0,5,4,1.28,15.0,1,0,0,0,1,0,0,0,1,0,0,1,0
143275,22.0,1582,126.2,5,4,2.6,17.0,1,0,0,0,1,0,1,0,0,0,0,0,1
50058,19.2,1197,80.0,5,4,3.84,14.0,0,1,0,0,0,1,1,0,0,0,1,0,0
67000,19.33,1968,138.1,5,4,5.0,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
58000,22.32,1582,126.32,5,4,5.75,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
51000,18.0,1497,117.3,5,4,7.9,10.0,0,1,0,0,0,1,1,0,0,0,0,0,1
70749,12.05,1995,154.0,5,4,9.86,15.0,0,1,0,0,0,1,1,0,0,0,1,0,0
17000,26.1,1498,99.0,5,4,5.65,7.0,1,0,0,0,1,0,1,0,0,0,0,1,0
124000,13.6,2523,63.0,7,5,1.95,25.0,1,0,0,0,1,0,1,0,0,0,0,1,0
31000,10.9,2497,215.0,5,4,31.0,14.0,0,1,0,0,0,1,1,0,0,0,0,0,1
45449,27.3,1498,98.6,5,4,7.48,9.0,1,0,0,0,1,0,1,0,0,0,1,0,0
58205,19.27,2143,167.62,5,4,27.0,9.0,1,0,0,0,0,1,1,0,0,0,0,0,1
130000,14.0,2498,112.0,8,5,2.75,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
23000,16.0,2179,140.0,7,5,15.5,8.0,1,0,0,0,0,1,1,0,0,0,0,0,1
82167,10.1,2354,152.0,5,4,5.4,17.0,0,1,0,0,0,1,1,0,0,0,1,0,0
42000,24.0,1120,70.0,5,4,3.5,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
65210,22.9,1248,74.0,5,4,5.48,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
10300,21.4,1197,83.1,5,4,6.75,8.0,0,1,0,0,1,0,1,0,0,0,0,1,0
26000,26.0,1498,98.6,5,4,5.5,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
15900,18.15,1198,82.0,6,4,6.25,7.0,0,1,0,0,1,0,1,0,0,0,0,1,0
60000,20.36,1197,78.9,5,4,2.75,12.0,0,1,0,0,1,0,1,0,0,0,0,0,1
50794,17.9,2143,170.0,5,4,43.3,8.0,1,0,0,0,0,1,1,0,0,0,1,0,0
55000,16.0,1198,90.0,5,4,2.35,15.0,0,1,0,0,1,0,1,0,0,0,0,0,1
54000,18.16,1196,86.8,5,4,5.0,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
34000,20.54,1598,103.6,5,4,3.4,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
57275,19.7,1598,103.6,5,4,4.5,14.0,1,0,0,0,1,0,1,0,0,0,0,1,0
56532,16.0,2179,140.0,7,5,15.54,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
27000,15.8,1499,110.0,5,4,8.3,8.0,0,1,0,0,1,0,1,0,0,0,0,0,1
90413,15.1,1196,73.0,7,5,2.95,10.0,0,1,0,0,1,0,1,0,0,0,1,0,0
49000,25.0,1396,69.0,5,4,1.6,8.0,1,0,0,0,1,0,0,1,0,0,0,0,1
120000,18.6,1199,76.8,5,4,2.5,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
29000,11.7,1796,178.0,5,4,10.0,16.0,0,1,0,0,0,1,0,1,0,0,0,1,0
120000,23.2,1248,73.94,5,4,3.65,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
138000,18.2,1061,64.0,5,4,1.2,17.0,0,1,0,0,1,0,1,0,0,0,1,0,0
24350,19.81,1086,68.05,5,4,3.0,10.0,0,1,0,0,1,0,0,1,0,0,1,0,0
37247,19.67,1582,126.2,5,4,13.69,8.0,1,0,0,0,1,0,1,0,0,0,1,0,0
29000,26.21,1248,88.5,5,4,8.75,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
36000,21.1,814,55.2,5,4,1.95,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
14000,18.9,998,67.1,5,4,2.8,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
69000,17.7,1497,78.0,5,4,2.7,17.0,0,1,0,0,1,0,1,0,0,0,0,0,1
65000,26.0,624,35.0,4,4,0.44,14.0,0,1,0,0,1,0,0,1,0,0,0,0,1
63274,15.0,1586,104.68,5,4,1.99,16.0,0,1,0,0,1,0,0,1,0,0,0,1,0
37109,14.69,1390,120.33,5,4,16.8,7.0,0,1,0,0,1,0,1,0,0,0,1,0,0
25000,22.9,1248,74.0,5,4,3.95,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
68465,15.6,1196,70.0,5,4,2.95,14.0,0,1,0,0,1,0,1,0,0,0,1,0,0
54316,12.8,2354,177.6,5,4,4.29,14.0,0,1,0,0,1,0,0,1,0,0,1,0,0
480000,17.4,1497,117.3,5,4,5.0,10.0,0,1,0,0,1,0,1,0,0,0,0,0,1
90000,19.3,1248,73.9,5,4,3.0,16.0,1,0,0,0,1,0,0,1,0,0,0,0,1
138000,17.1,1396,70.0,5,4,1.25,17.0,1,0,0,0,1,0,0,1,0,0,0,0,1
60000,17.9,2143,136.0,5,4,17.55,9.0,1,0,0,0,0,1,0,1,0,0,1,0,0
138000,17.0,1497,118.0,5,4,3.5,16.0,0,1,0,0,1,0,0,1,0,0,0,0,1
42000,16.1,1197,85.0,5,4,4.75,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
20000,22.77,1498,98.59,5,4,7.9,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1
27000,13.0,1591,121.3,5,4,11.45,9.0,0,1,0,0,0,1,1,0,0,0,0,1,0
88000,18.7,1896,66.0,5,4,1.25,20.0,1,0,0,0,1,0,0,0,1,0,1,0,0
77076,23.0,1396,90.0,5,4,6.75,9.0,1,0,0,0,1,0,1,0,0,0,0,1,0
107000,16.95,1498,97.7,5,4,2.9,12.0,0,1,0,0,1,0,0,1,0,0,1,0,0
20300,18.0,1497,117.3,5,4,14.21,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1
157000,12.55,2982,168.5,7,5,11.99,14.0,1,0,0,0,1,0,1,0,0,0,0,0,1
75300,25.44,936,57.6,5,4,2.25,13.0,1,0,0,0,1,0,0,1,0,0,0,1,0
3958,18.9,1197,81.86,5,4,5.55,7.0,0,1,0,0,1,0,1,0,0,0,0,1,0
18000,33.44,796,40.3,4,4,3.0,10.0,0,0,1,0,1,0,1,0,0,0,0,0,1
130000,20.3,1248,75.0,5,4,2.2,14.0,1,0,0,0,1,0,1,0,0,0,0,1,0
64000,17.3,1998,163.7,5,4,6.5,12.0,1,0,0,0,1,0,0,1,0,0,0,0,1
26327,16.82,1998,189.08,4,4,35.67,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1
70669,15.1,2179,140.0,7,5,9.0,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
18000,18.5,1197,80.0,5,4,2.25,15.0,0,1,0,0,1,0,1,0,0,0,0,0,1
72000,17.0,1197,80.0,5,4,3.25,14.0,0,1,0,0,1,0,0,1,0,0,0,0,1
16500,23.84,1199,84.0,5,4,5.0,8.0,0,1,0,0,1,0,1,0,0,0,0,1,0
67000,16.55,1968,147.51,5,4,14.5,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
24000,17.0,1197,80.0,5,4,4.25,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1
59302,14.39,1998,163.7,5,4,5.25,12.0,1,0,0,0,0,1,1,0,0,0,0,1,0
90000,10.2,2354,180.0,5,4,6.5,17.0,0,1,0,0,0,1,1,0,0,0,1,0,0
20000,18.9,1197,81.86,5,4,5.98,8.0,0,1,0,0,1,0,1,0,0,0,0,0,1
49000,24.07,998,67.1,5,4,2.3,11.0,0,1,0,0,1,0,1,0,0,0,0,1,0
105000,18.7,1896,66.0,5,4,1.99,20.0,1,0,0,0,1,0,1,0,0,0,0,1,0
85001,12.0,2987,224.0,7,5,28.0,15.0,1,0,0,0,0,1,0,1,0,0,0,0,1
64000,17.0,1497,118.0,5,4,3.1,16.0,0,1,0,0,1,0,1,0,0,0,1,0,0
70259,21.12,1248,88.8,5,4,2.95,14.0,1,0,0,0,1,0,1,0,0,0,0,0,1
74000,10.8,2497,150.0,5,4,12.95,15.0,0,1,0,0,0,1,1,0,0,0,1,0,0
14149,23.9,624,37.48,4,4,3.47,8.0,0,1,0,0,1,0,1,0,0,0,0,0,1
61578,18.9,1197,82.0,5,4,6.4,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
12800,19.44,1198,67.0,7,5,3.25,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
92000,10.8,2354,152.0,5,4,3.7,17.0,0,1,0,0,1,0,0,1,0,0,1,0,0
54000,19.4,1198,86.8,5,4,2.95,13.0,0,1,0,0,1,0,1,0,0,0,1,0,0
38000,17.4,1497,117.3,5,4,7.8,10.0,0,1,0,0,1,0,1,0,0,0,0,1,0
44000,17.7,1497,78.0,5,4,1.55,19.0,0,1,0,0,1,0,1,0,0,0,0,0,1
53000,19.2,1086,68.05,5,4,2.85,13.0,0,0,0,1,1,0,0,1,0,0,0,1,0
49000,17.1,1591,121.3,5,4,4.5,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
136490,12.8,2494,102.0,7,4,9.8,14.0,1,0,0,0,1,0,1,0,0,0,1,0,0
62505,17.4,1497,117.3,5,4,5.95,11.0,0,1,0,0,1,0,1,0,0,0,0,0,1
36000,25.8,1498,98.6,5,4,3.25,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
28000,23.4,1248,74.0,5,4,4.65,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
34429,24.0,1120,70.0,5,4,5.5,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0
23360,21.1,814,55.2,5,4,3.75,8.0,0,1,0,0,1,0,1,0,0,0,0,1,0
69000,19.0,998,66.1,5,4,1.95,14.0,0,1,0,0,1,0,0,1,0,0,0,0,1
88000,25.44,936,57.6,5,4,1.5,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
194000,12.99,2494,100.6,8,5,10.5,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0
58000,19.33,1968,138.03,5,4,5.9,12.0,1,0,0,0,1,0,1,0,0,0,1,0,0
55000,12.99,2494,100.0,7,4,9.51,13.0,1,0,0,0,1,0,1,0,0,0,0,0,1
80000,22.69,1995,190.0,5,4,14.2,15.0,1,0,0,0,0,1,1,0,0,0,1,0,0
101999,16.73,1995,218.0,5,4,19.99,14.0,1,0,0,0,0,1,1,0,0,0,0,1,0
59261,24.0,1186,73.97,5,4,4.25,10.0,1,0,0,0,1,0,1,0,0,0,0,0,1
70000,15.26,1598,103.5,5,4,3.29,14.0,0,1,0,0,1,0,0,1,0,0,0,1,0
52207,17.71,1197,78.9,5,4,4.56,10.0,0,1,0,0,1,0,1,0,0,0,0,0,1
32000,22.74,796,47.3,5,4,2.1,11.0,0,1,0,0,1,0,0,1,0,0,0,0,1
65000,19.3,1248,73.9,5,4,5.31,11.0,1,0,0,0,1,0,1,0,0,0,0,0,1
90000,12.55,2982,168.5,7,5,21.5,10.0,1,0,0,0,0,1,1,0,0,0,0,0,1
220000,11.74,1796,186.0,5,4,6.0,18.0,0,1,0,0,0,1,0,1,0,0,0,1,0
69000,0.0,2987,165.0,5,4,38.0,10.0,1,0,0,0,0,1,1,0,0,0,1,0,0
104000,12.8,2494,102.0,7,4,11.75,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
14814,19.7,796,46.3,5,4,2.47,13.0,0,1,0,0,1,0,0,1,0,0,1,0,0
58000,17.01,1591,121.3,5,4,4.0,14.0,0,1,0,0,1,0,0,1,0,0,0,1,0
8950,17.71,1197,78.9,5,4,3.55,12.0,0,1,0,0,1,0,1,0,0,0,1,0,0
19855,24.7,796,47.3,5,4,3.8,6.0,0,1,0,0,1,0,1,0,0,0,0,1,0
87000,11.7,2354,177.6,5,4,5.4,14.0,0,1,0,0,0,1,1,0,0,0,1,0,0
40310,18.6,1197,81.83,5,4,7.09,9.0,0,1,0,0,1,0,1,0,0,0,0,0,1
65000,19.08,1582,126.32,5,4,8.99,11.0,1,0,0,0,0,1,1,0,0,0,0,0,1
35000,22.07,1199,73.9,5,4,3.8,11.0,1,0,0,0,1,0,1,0,0,0,1,0,0
37000,17.3,993,60.0,5,4,1.0,16.0,0,1,0,0,1,0,1,0,0,0,0,0,1
63141,24.4,1120,71.0,5,4,4.5,9.0,1,0,0,0,1,0,0,1,0,0,1,0,0
70000,19.0,998,66.1,5,4,2.0,14.0,0,1,0,0,1,0,1,0,0,0,0,1,0
36000,20.36,1197,78.9,5,4,3.25,15.0,0,1,0,0,1,0,0,1,0,0,0,0,1
43600,10.93,3498,272.0,5,4,10.24,16.0,0,1,0,0,0,1,1,0,0,0,0,0,1
39037,14.84,2143,170.0,5,4,9.25,18.0,1,0,0,0,0,1,1,0,0,0,0,0,1
65000,19.3,1248,73.9,5,4,4.99,12.0,1,0,0,0,1,0,0,1,0,0,1,0,0
133000,16.8,1405,68.0,5,4,0.86,19.0,1,0,0,0,1,0,0,1,0,0,1,0,0
52000,18.6,1197,85.8,5,4,3.95,12.0,0,1,0,0,1,0,1,0,0,0,0,1,0
86642,15.17,1968,181.0,5,4,20.37,9.0,1,0,0,0,0,1,1,0,0,0,0,0,1
45000,22.32,1582,126.32,5,4,6.25,13.0,1,0,0,0,1,0,1,0,0,0,1,0,0
37340,16.36,2179,187.7,5,4,29.98,10.0,1,0,0,0,0,1,1,0,0,0,1,0,0
55000,22.7,1498,89.84,5,4,7.5,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0
46805,24.07,998,67.1,5,4,3.63,7.0,0,1,0,0,1,0,1,0,0,0,0,1,0
93000,20.45,1461,83.8,5,4,7.1,10.0,1,0,0,0,1,0,0,1,0,0,0,1,0
39800,17.6,2179,153.86,7,5,14.25,8.0,1,0,0,0,1,0,1,0,0,0,1,0,0
42000,14.4,1598,103.6,5,4,3.4,14.0,0,1,0,0,0,1,0,0,1,0,1,0,0
71993,19.7,796,46.3,5,4,1.8,19.0,0,1,0,0,1,0,1,0,0,0,0,1,0
71000,21.1,1248,73.9,5,4,3.0,15.0,1,0,0,0,1,0,1,0,0,0,0,1,0
41988,20.0,1968,138.1,5,4,5.45,14.0,1,0,0,0,0,1,1,0,0,0,1,0,0
119000,13.1,1997,141.1,5,4,3.91,18.0,0,1,0,0,1,0,0,0,1,0,0,1,0
12467,12.8,1968,167.6,5,4,25.64,12.0,1,0,0,0,0,1,1,0,0,0,1,0,0
90000,26.21,1248,88.5,5,4,6.5,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0
40000,12.9,2755,174.5,7,5,30.0,8.0,1,0,0,0,0,1,1,0,0,0,0,0,1
80000,11.25,1995,150.0,5,4,9.5,13.0,0,1,0,0,0,1,1,0,0,0,1,0,0
42000,9.8,2354,180.0,5,4,6.25,13.0,0,1,0,0,1,0,1,0,0,0,0,0,1
100000,19.3,1248,73.9,5,4,4.5,15.0,1,0,0,0,1,0,1,0,0,0,0,0,1
61000,15.73,1968,174.33,5,4,25.0,10.0,1,0,0,0,0,1,1,0,0,0,1,0,0
42000,14.21,2143,203.0,5,4,24.95,11.0,1,0,0,0,0,1,1,0,0,0,0,0,1
45000,22.7,1498,89.84,5,4,8.9,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0
120000,15.4,2179,120.0,7,5,12.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,1
27852,14.8,1497,121.36,5,4,10.44,7.0,0,1,0,0,0,1,1,0,0,0,0,1,0
88000,14.53,1794,138.1,5,4,6.45,14.0,0,1,0,0,0,1,1,0,0,0,0,1,0
160000,11.3,1794,125.0,5,4,1.5,21.0,0,1,0,0,0,1,0,1,0,0,1,0,0
